SYMBOL,NAME OF COMPANY, ISIN NUMBER,Ticker
SPARC,Sun Pharma Advanced Research Company Limited,INE232I01014,SPARC.NS
SPCENET,Spacenet Enterprises India Limited,INE970N01027,SPCENET.NS
SPECIALITY,Speciality Restaurants Limited,INE247M01014,SPECIALITY.NS
SPECTRUM,Spectrum Electrical Industries Limited,INE01EO01010,SPECTRUM.NS
SPENCERS,Spencer's Retail Limited,INE020801028,SPENCERS.NS
SPIC,Southern Petrochemicals Industries Corporation  Limited,INE147A01011,SPIC.NS
SPLIL,SPL Industries Limited,INE978G01016,SPLIL.NS
SPLPETRO,Supreme Petrochem Limited,INE663A01033,SPLPETRO.NS
SPMLINFRA,SPML Infra Limited,INE937A01023,SPMLINFRA.NS
SPORTKING,Sportking India Limited,INE885H01029,SPORTKING.NS
SRD,Shankar Lal Rampal Dye-Chem Limited,INE01NE01012,SRD.NS
SREEL,Sreeleathers Limited,INE099F01013,SREEL.NS
SRF,SRF Limited,INE647A01010,SRF.NS
SRGHFL,SRG Housing Finance Limited,INE559N01010,SRGHFL.NS
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,INE917H01012,SRHHYPOLTD.NS
SRM,SRM Contractors Limited,INE0R6Z01013,SRM.NS
SRPL,Shree Ram Proteins Limited,INE008Z01020,SRPL.NS
SSDL,Saraswati Saree Depot Limited,INE0PQ101010,SSDL.NS
SSWL,Steel Strips Wheels Limited,INE802C01033,SSWL.NS
STALLION,Stallion India Fluorochemicals Limited,INE0RYC01010,STALLION.NS
STANLEY,Stanley Lifestyles Limited,INE01A001028,STANLEY.NS
STAR,Strides Pharma Science Limited,INE939A01011,STAR.NS
STARCEMENT,Star Cement Limited,INE460H01021,STARCEMENT.NS
STARHEALTH,Star Health and Allied Insurance Company Limited,INE575P01011,STARHEALTH.NS
STARPAPER,Star Paper Mills Limited,INE733A01018,STARPAPER.NS
STARTECK,Starteck Finance Limited,INE992I01013,STARTECK.NS
STCINDIA,The State Trading Corporation of India Limited,INE655A01013,STCINDIA.NS
STEELCAS,Steelcast Limited,INE124E01038,STEELCAS.NS
STEELCITY,Steel City Securities Limited,INE395H01011,STEELCITY.NS
STEELXIND,STEEL EXCHANGE INDIA LIMITED,INE503B01021,STEELXIND.NS
STEL,Stel Holdings Limited,INE577L01016,STEL.NS
STERTOOLS,Sterling Tools Limited,INE334A01023,STERTOOLS.NS
STLNETWORK,STL Networks Limited,INE1VXE01018,STLNETWORK.NS
STLTECH,Sterlite Technologies Limited,INE089C01029,STLTECH.NS
STOVEKRAFT,Stove Kraft Limited,INE00IN01015,STOVEKRAFT.NS
STUDDS,Studds Accessories Limited,INE00Q601028,STUDDS.NS
STYL,Seshaasai Technologies Limited,INE04VU01023,STYL.NS
STYLAMIND,Stylam Industries Limited,INE239C01020,STYLAMIND.NS
STYLEBAAZA,Baazar Style Retail Limited,INE01FR01028,STYLEBAAZA.NS
STYRENIX,Styrenix Performance Materials Limited,INE189B01011,STYRENIX.NS
SUBEXLTD,Subex Limited,INE754A01055,SUBEXLTD.NS
SUBROS,Subros Limited,INE287B01021,SUBROS.NS
SUDARSCHEM,Sudarshan Chemical Industries Limited,INE659A01023,SUDARSCHEM.NS
SUDEEPPHRM,Sudeep Pharma Limited,INE0QPI01025,SUDEEPPHRM.NS
SUKHJITS,Sukhjit Starch & Chemicals Limited,INE450E01029,SUKHJITS.NS
SULA,Sula Vineyards Limited,INE142Q01026,SULA.NS
SUMEETINDS,Sumeet Industries Limited,INE235C01036,SUMEETINDS.NS
SUMICHEM,Sumitomo Chemical India Limited,INE258G01013,SUMICHEM.NS
SUMIT,Sumit Woods Limited,INE748Z01013,SUMIT.NS
SUMMITSEC,Summit Securities Limited,INE519C01017,SUMMITSEC.NS
SUNCLAY,Sundaram Clayton Limited,INE0Q3R01026,SUNCLAY.NS
SUNDARAM,Sundaram Multi Pap Limited,INE108E01023,SUNDARAM.NS
SUNDARMFIN,Sundaram Finance Limited,INE660A01013,SUNDARMFIN.NS
SUNDRMBRAK,Sundaram Brake Linings Limited,INE073D01013,SUNDRMBRAK.NS
SUNDRMFAST,Sundram Fasteners Limited,INE387A01021,SUNDRMFAST.NS
SUNDROP,Sundrop Brands Limited,INE209A01019,SUNDROP.NS
SUNFLAG,Sunflag Iron And Steel Company Limited,INE947A01014,SUNFLAG.NS
SUNPHARMA,Sun Pharmaceutical Industries Limited,INE044A01036,SUNPHARMA.NS
SUNTECK,Sunteck Realty Limited,INE805D01034,SUNTECK.NS
SUNTV,Sun TV Network Limited,INE424H01027,SUNTV.NS
SUPERHOUSE,Superhouse Limited,INE712B01010,SUPERHOUSE.NS
SUPERSPIN,Super Spinning Mills Limited,INE662A01027,SUPERSPIN.NS
SUPRAJIT,Suprajit Engineering Limited,INE399C01030,SUPRAJIT.NS
SUPREME,Supreme Holdings & Hospitality (India) Limited,INE822E01011,SUPREME.NS
SUPREMEIND,Supreme Industries Limited,INE195A01028,SUPREMEIND.NS
SUPREMEINF,Supreme Infrastructure India Limited,INE550H01011,SUPREMEINF.NS
SUPRIYA,Supriya Lifescience Limited,INE07RO01027,SUPRIYA.NS
SURAJEST,Suraj Estate Developers Limited,INE843S01025,SURAJEST.NS
SURAJLTD,Suraj Limited,INE713C01016,SURAJLTD.NS
SURAKSHA,Suraksha Diagnostic Limited,INE877V01027,SURAKSHA.NS
SURANASOL,Surana Solar Limited,INE272L01022,SURANASOL.NS
SURANAT&P,Surana Telecom and Power Limited,INE130B01031,SURANAT&P.NS
SURYALAXMI,Suryalakshmi Cotton Mills Limited,INE713B01026,SURYALAXMI.NS
SURYAROSNI,Surya Roshni Limited,INE335A01020,SURYAROSNI.NS
SURYODAY,Suryoday Small Finance Bank Limited,INE428Q01011,SURYODAY.NS
SUTLEJTEX,Sutlej Textiles and Industries Limited,INE645H01027,SUTLEJTEX.NS
SUVEN,Suven Life Sciences Limited,INE495B01038,SUVEN.NS
SUVIDHAA,Suvidhaa Infoserve Limited,INE018401013,SUVIDHAA.NS
SUYOG,Suyog Telematics Limited,INE442P01014,SUYOG.NS
SUZLON,Suzlon Energy Limited,INE040H01021,SUZLON.NS
SVLL,Shree Vasu Logistics Limited,INE00CE01017,SVLL.NS
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,INE308E01029,SVPGLOB.NS
SWANCORP,SWAN CORP LIMITED,INE665A01038,SWANCORP.NS
SWARAJENG,Swaraj Engines Limited,INE277A01016,SWARAJENG.NS
SWELECTES,Swelect Energy Systems Limited,INE409B01013,SWELECTES.NS
SWIGGY,Swiggy Limited,INE00H001014,SWIGGY.NS
SWSOLAR,Sterling and Wilson Renewable Energy Limited,INE00M201021,SWSOLAR.NS
SYMPHONY,Symphony Limited,INE225D01027,SYMPHONY.NS
SYNCOMF,Syncom Formulations (India) Limited,INE312C01025,SYNCOMF.NS
SYNGENE,Syngene International Limited,INE398R01022,SYNGENE.NS
SYRMA,Syrma SGS Technology Limited,INE0DYJ01015,SYRMA.NS
SYSTMTXC,Systematix Corporate Services Limited,INE356B01024,SYSTMTXC.NS
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,INE123C01018,TAINWALCHM.NS
TAJGVK,Taj GVK Hotels & Resorts Limited,INE586B01026,TAJGVK.NS
TAKE,Take Solutions Limited,INE142I01023,TAKE.NS
TALBROAUTO,Talbros Automotive Components Limited,INE187D01029,TALBROAUTO.NS
TANLA,Tanla Platforms Limited,INE483C01032,TANLA.NS
TARACHAND,Tara Chand InfraLogistic Solutions Limited,INE555Z01020,TARACHAND.NS
TARAPUR,Tarapur Transformers Limited,INE747K01017,TARAPUR.NS
TARC,TARC Limited,INE0EK901012,TARC.NS
TARIL,Transformers And Rectifiers (India) Limited,INE763I01026,TARIL.NS
TARMAT,Tarmat Limited,INE924H01018,TARMAT.NS
TARSONS,Tarsons Products Limited,INE144Z01023,TARSONS.NS
TASTYBITE,Tasty Bite Eatables Limited,INE488B01017,TASTYBITE.NS
TATACAP,Tata Capital Limited,INE976I01016,TATACAP.NS
TATACHEM,Tata Chemicals Limited,INE092A01019,TATACHEM.NS
TATACOMM,Tata Communications Limited,INE151A01013,TATACOMM.NS
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,INE192A01025,TATACONSUM.NS
TATAELXSI,Tata Elxsi Limited,INE670A01012,TATAELXSI.NS
TATAINVEST,Tata Investment Corporation Limited,INE672A01026,TATAINVEST.NS
TATAPOWER,Tata Power Company Limited,INE245A01021,TATAPOWER.NS
TATASTEEL,Tata Steel Limited,INE081A01020,TATASTEEL.NS
TATATECH,Tata Technologies Limited,INE142M01025,TATATECH.NS
TATVA,Tatva Chintan Pharma Chem Limited,INE0GK401011,TATVA.NS
TBOTEK,TBO Tek Limited,INE673O01025,TBOTEK.NS
TBZ,Tribhovandas Bhimji Zaveri Limited,INE760L01018,TBZ.NS
TCI,Transport Corporation of India Limited,INE688A01022,TCI.NS
TCIEXP,TCI Express Limited,INE586V01016,TCIEXP.NS
TCIFINANCE,TCI Finance Limited,INE911B01018,TCIFINANCE.NS
TCPLPACK,TCPL Packaging Limited,INE822C01015,TCPLPACK.NS
TCS,Tata Consultancy Services Limited,INE467B01029,TCS.NS
TDPOWERSYS,TD Power Systems Limited,INE419M01027,TDPOWERSYS.NS
TEAMGTY,Team India Guaranty Limited,INE289C01025,TEAMGTY.NS
TEAMLEASE,Teamlease Services Limited,INE985S01024,TEAMLEASE.NS
TECHM,Tech Mahindra Limited,INE669C01036,TECHM.NS
TECHNOE,Techno Electric & Engineering Company Limited,INE285K01026,TECHNOE.NS
TECILCHEM,TECIL Chemicals and Hydro Power Limited,INE014B01011,TECILCHEM.NS
TEGA,Tega Industries Limited,INE011K01018,TEGA.NS
TEJASNET,Tejas Networks Limited,INE010J01012,TEJASNET.NS
TEMBO,Tembo Global Industries Limited,INE869Y01010,TEMBO.NS
TENNIND,Tenneco Clean Air India Limited,INE19RI01016,TENNIND.NS
TERASOFT,Tera Software Limited,INE482B01010,TERASOFT.NS
TEXINFRA,Texmaco Infrastructure & Holdings Limited,INE435C01024,TEXINFRA.NS
TEXMOPIPES,Texmo Pipes and Products Limited,INE141K01013,TEXMOPIPES.NS
TEXRAIL,Texmaco Rail & Engineering Limited,INE621L01012,TEXRAIL.NS
TFCILTD,Tourism Finance Corporation of India Limited,INE305A01023,TFCILTD.NS
TFL,Transwarranty Finance Limited,INE804H01012,TFL.NS
TGBHOTELS,TGB Banquets And Hotels Limited,INE797H01018,TGBHOTELS.NS
THANGAMAYL,Thangamayil Jewellery Limited,INE085J01014,THANGAMAYL.NS
THEINVEST,The Investment Trust Of India Limited,INE924D01017,THEINVEST.NS
THEJO,Thejo Engineering Limited,INE121N01019,THEJO.NS
THELEELA,Leela Palaces Hotels & Resorts Limited,INE0AQ201015,THELEELA.NS
THEMISMED,Themis Medicare Limited,INE083B01024,THEMISMED.NS
THERMAX,Thermax Limited,INE152A01029,THERMAX.NS
THOMASCOOK,Thomas Cook  (India)  Limited,INE332A01027,THOMASCOOK.NS
THOMASCOTT,Thomas Scott (India) Limited,INE480M01011,THOMASCOTT.NS
THYROCARE,Thyrocare Technologies Limited,INE594H01019,THYROCARE.NS
TI,Tilaknagar Industries Limited,INE133E01013,TI.NS
TICL,Twamev Construction and Infrastructure Limited,INE388G01026,TICL.NS
TIGERLOGS,Tiger Logistics (India) Limited,INE906O01029,TIGERLOGS.NS
TIIL,Technocraft Industries (India) Limited,INE545H01011,TIIL.NS
TIINDIA,Tube Investments of India Limited,INE974X01010,TIINDIA.NS
TIJARIA,Tijaria Polypipes Limited,INE440L01017,TIJARIA.NS
TIL,TIL Limited,INE806C01018,TIL.NS
TIMETECHNO,Time Technoplast Limited,INE508G01029,TIMETECHNO.NS
TIMKEN,Timken India Limited,INE325A01013,TIMKEN.NS
TINNARUBR,Tinna Rubber and Infrastructure Limited,INE015C01016,TINNARUBR.NS
TIPSFILMS,Tips Films Limited,INE0LQS01015,TIPSFILMS.NS
TIPSMUSIC,Tips Music Limited,INE716B01029,TIPSMUSIC.NS
TIRUMALCHM,Thirumalai Chemicals Limited,INE338A01024,TIRUMALCHM.NS
TIRUPATIFL,Tirupati Forge Limited,INE319Y01024,TIRUPATIFL.NS
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020,TITAGARH.NS
TITAN,Titan Company Limited,INE280A01028,TITAN.NS
TMB,Tamilnad Mercantile Bank Limited,INE668A01016,TMB.NS
TMCV,Tata Motors Limited,INE1TAE01010,TMCV.NS
TMPV,Tata Motors Passenger Vehicles Limited,INE155A01022,TMPV.NS
TNPETRO,Tamilnadu PetroProducts Limited,INE148A01019,TNPETRO.NS
TNPL,Tamil Nadu Newsprint & Papers Limited,INE107A01015,TNPL.NS
TNTELE,Tamilnadu Telecommunication Limited,INE141D01018,TNTELE.NS
TOKYOPLAST,Tokyo Plast International Limited,INE932C01012,TOKYOPLAST.NS
TOLINS,Tolins Tyres Limited,INE0RWQ01014,TOLINS.NS
TORNTPHARM,Torrent Pharmaceuticals Limited,INE685A01028,TORNTPHARM.NS
TORNTPOWER,Torrent Power Limited,INE813H01021,TORNTPOWER.NS
TOTAL,Total Transport Systems Limited,INE336X01012,TOTAL.NS
TOUCHWOOD,Touchwood Entertainment Limited,INE486Y01013,TOUCHWOOD.NS
TPHQ,Teamo Productions HQ Limited,INE065J01024,TPHQ.NS
TPLPLASTEH,TPL Plastech Limited,INE413G01022,TPLPLASTEH.NS
TRACXN,Tracxn Technologies Limited,INE0HMF01019,TRACXN.NS
TRANSRAILL,Transrail Lighting Limited,INE454P01035,TRANSRAILL.NS
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,INE757B01015,TRANSWORLD.NS
TRAVELFOOD,Travel Food Services Limited,INE103V01028,TRAVELFOOD.NS
TREEHOUSE,Tree House Education & Accessories Limited,INE040M01013,TREEHOUSE.NS
TREJHARA,TREJHARA SOLUTIONS LIMITED,INE00CA01015,TREJHARA.NS
TREL,Transindia Real Estate Limited,INE0O3901029,TREL.NS
TRENT,Trent Limited,INE849A01020,TRENT.NS
TRF,TRF Limited,INE391D01019,TRF.NS
TRIDENT,Trident Limited,INE064C01022,TRIDENT.NS
TRIGYN,Trigyn Technologies Limited,INE948A01012,TRIGYN.NS
TRITURBINE,Triveni Turbine Limited,INE152M01016,TRITURBINE.NS
TRIVENI,Triveni Engineering & Industries Limited,INE256C01024,TRIVENI.NS
TRU,TruCap Finance Limited,INE615R01029,TRU.NS
TRUALT,TruAlt Bioenergy Limited,INE0MWH01014,TRUALT.NS
TSFINV,TSF INVESTMENTS LIMITED,INE202Z01029,TSFINV.NS
TTKHLTCARE,TTK Healthcare Limited,INE910C01018,TTKHLTCARE.NS
TTKPRESTIG,TTK Prestige Limited,INE690A01028,TTKPRESTIG.NS
TTL,T T Limited,INE592B01024,TTL.NS
TTML,Tata Teleservices (Maharashtra) Limited,INE517B01013,TTML.NS
TVSELECT,TVS Electronics Limited,INE236G01019,TVSELECT.NS
TVSHLTD,TVS Holdings Limited,INE105A01035,TVSHLTD.NS
TVSMOTOR,TVS Motor Company Limited,INE494B01023,TVSMOTOR.NS
TVSSCS,TVS Supply Chain Solutions Limited,INE395N01027,TVSSCS.NS
TVSSRICHAK,TVS Srichakra Limited,INE421C01016,TVSSRICHAK.NS
TVTODAY,TV Today Network Limited,INE038F01029,TVTODAY.NS
TVVISION,TV Vision Limited,INE871L01013,TVVISION.NS
UBL,United Breweries Limited,INE686F01025,UBL.NS
UCAL,UCAL LIMITED,INE139B01016,UCAL.NS
UCOBANK,UCO Bank,INE691A01018,UCOBANK.NS
UDS,Updater Services Limited,INE851I01011,UDS.NS
UFBL,United Foodbrands Limited,INE382M01027,UFBL.NS
UFLEX,UFLEX Limited,INE516A01017,UFLEX.NS
UFO,UFO Moviez India Limited,INE527H01019,UFO.NS
UGARSUGAR,The Ugar Sugar Works Limited,INE071E01023,UGARSUGAR.NS
UGROCAP,Ugro Capital Limited,INE583D01011,UGROCAP.NS
UJJIVANSFB,Ujjivan Small Finance Bank Limited,INE551W01018,UJJIVANSFB.NS
ULTRACEMCO,UltraTech Cement Limited,INE481G01011,ULTRACEMCO.NS
UMAEXPORTS,Uma Exports Limited,INE0GIU01018,UMAEXPORTS.NS
UMESLTD,Usha Martin Education & Solutions Limited,INE240C01028,UMESLTD.NS
UMIYA-MRO,UMIYA BUILDCON LIMITED,INE398B01018,UMIYA-MRO.NS
UNICHEMLAB,Unichem Laboratories Limited,INE351A01035,UNICHEMLAB.NS
UNIDT,United Drilling Tools Limited,INE961D01019,UNIDT.NS
UNIECOM,Unicommerce Esolutions Limited,INE00U401027,UNIECOM.NS
UNIENTER,Uniphos Enterprises Limited,INE037A01022,UNIENTER.NS
UNIINFO,Uniinfo Telecom Services Limited,INE481Z01011,UNIINFO.NS
UNIMECH,Unimech Aerospace and Manufacturing Limited,INE0U3I01011,UNIMECH.NS
UNIONBANK,Union Bank of India,INE692A01016,UNIONBANK.NS
UNIPARTS,Uniparts India Limited,INE244O01017,UNIPARTS.NS
UNITDSPR,United Spirits Limited,INE854D01024,UNITDSPR.NS
UNITECH,Unitech Limited,INE694A01020,UNITECH.NS
UNITEDPOLY,United Polyfab Gujarat Limited,INE368U01029,UNITEDPOLY.NS
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,INE458F01011,UNITEDTEA.NS
UNIVASTU,Univastu India Limited,INE562X01013,UNIVASTU.NS
UNIVCABLES,Universal Cables Limited,INE279A01012,UNIVCABLES.NS
UNIVPHOTO,Universus Photo Imagings Limited,INE03V001013,UNIVPHOTO.NS
UNOMINDA,UNO Minda Limited,INE405E01023,UNOMINDA.NS
UPL,UPL Limited,INE628A01036,UPL.NS
URAVIDEF,Uravi Defence and Technology Limited,INE568Z01015,URAVIDEF.NS
URBANCO,Urban Company Limited,INE0CAZ01013,URBANCO.NS
URJA,Urja Global Limited,INE550C01020,URJA.NS
USHAMART,Usha Martin Limited,INE228A01035,USHAMART.NS
USK,Udayshivakumar Infra Limited,INE0N0Y01013,USK.NS
UTIAMC,UTI Asset Management Company Limited,INE094J01016,UTIAMC.NS
UTKARSHBNK,Utkarsh Small Finance Bank Limited,INE735W01017,UTKARSHBNK.NS
UTLSOLAR,Fujiyama Power Systems Limited,INE12UR01024,UTLSOLAR.NS
UTTAMSUGAR,Uttam Sugar Mills Limited,INE786F01031,UTTAMSUGAR.NS
UYFINCORP,U. Y. Fincorp Limited,INE152C01025,UYFINCORP.NS
V2RETAIL,V2 Retail Limited,INE945H01013,V2RETAIL.NS
VADILALIND,Vadilal Industries Limited,INE694D01016,VADILALIND.NS
VAIBHAVGBL,Vaibhav Global Limited,INE884A01027,VAIBHAVGBL.NS
VAISHALI,Vaishali Pharma Limited,INE972X01022,VAISHALI.NS
VAKRANGEE,Vakrangee Limited,INE051B01021,VAKRANGEE.NS
VALIANTLAB,Valiant Laboratories Limited,INE0JWS01017,VALIANTLAB.NS
VALIANTORG,Valiant Organics Limited,INE565V01010,VALIANTORG.NS
VARDHACRLC,Vardhman Acrylics Limited,INE116G01013,VARDHACRLC.NS
VARDMNPOLY,Vardhman Polytex Limited,INE835A01029,VARDMNPOLY.NS
VARROC,Varroc Engineering Limited,INE665L01035,VARROC.NS
VASCONEQ,Vascon Engineers Limited,INE893I01013,VASCONEQ.NS
VASWANI,Vaswani Industries Limited,INE590L01019,VASWANI.NS
VBL,Varun Beverages Limited,INE200M01039,VBL.NS
VCL,Vaxtex Cotfab Limited,INE098201036,VCL.NS
VEDL,Vedanta Limited,INE205A01025,VEDL.NS
VEEDOL,Veedol Corporation Limited,INE484C01030,VEEDOL.NS
VENKEYS,Venky's (India) Limited,INE398A01010,VENKEYS.NS
VENTIVE,Ventive Hospitality Limited,INE781S01027,VENTIVE.NS
VENUSPIPES,Venus Pipes & Tubes Limited,INE0JA001018,VENUSPIPES.NS
VENUSREM,Venus Remedies Limited,INE411B01019,VENUSREM.NS
VERANDA,Veranda Learning Solutions Limited,INE0IQ001011,VERANDA.NS
VERTOZ,Vertoz Limited,INE188Y01031,VERTOZ.NS
VESUVIUS,Vesuvius India Limited,INE386A01023,VESUVIUS.NS
VETO,Veto Switchgears And Cables Limited,INE918N01018,VETO.NS
VGL,VARVEE GLOBAL LIMITED,INE273D01019,VGL.NS
VGUARD,V-Guard Industries Limited,INE951I01027,VGUARD.NS
VHL,Vardhman Holdings Limited,INE701A01023,VHL.NS
VHLTD,Viceroy Hotels Limited,INE048C01025,VHLTD.NS
VIDHIING,Vidhi Specialty Food Ingredients Limited,INE632C01026,VIDHIING.NS
VIDYAWIRES,Vidya Wires Limited,INE14UN01029,VIDYAWIRES.NS
VIJAYA,Vijaya Diagnostic Centre Limited,INE043W01024,VIJAYA.NS
VIJIFIN,Viji Finance Limited,INE159N01027,VIJIFIN.NS
VIKASECO,Vikas EcoTech Limited,INE806A01020,VIKASECO.NS
VIKASLIFE,Vikas Lifecare Limited,INE161L01027,VIKASLIFE.NS
VIKRAMSOLR,Vikram Solar Limited,INE078V01014,VIKRAMSOLR.NS
VIKRAN,Vikran Engineering Limited,INE01R501028,VIKRAN.NS
VIMTALABS,Vimta Labs Limited,INE579C01029,VIMTALABS.NS
VINATIORGA,Vinati Organics Limited,INE410B01037,VINATIORGA.NS
VINCOFE,Vintage Coffee And Beverages Limited,INE498Q01014,VINCOFE.NS
VINDHYATEL,Vindhya Telelinks Limited,INE707A01012,VINDHYATEL.NS
VINEET-RE,Vineet Laboratories Limited-RE,INE505Y20010,VINEET-RE.NS
VINEETLAB,Vineet Laboratories Limited,INE505Y01010,VINEETLAB.NS
VINNY,Vinny Overseas Limited,INE01KI01027,VINNY.NS
VINYLINDIA,Vinyl Chemicals (India) Limited,INE250B01029,VINYLINDIA.NS
VIPCLOTHNG,VIP Clothing Limited,INE450G01024,VIPCLOTHNG.NS
VIPIND,VIP Industries Limited,INE054A01027,VIPIND.NS
VIPULLTD,Vipul Limited,INE946H01037,VIPULLTD.NS
VIRINCHI,Virinchi Limited,INE539B01017,VIRINCHI.NS
VISAKAIND,Visaka Industries Limited,INE392A01021,VISAKAIND.NS
VISASTEEL,Visa Steel Limited,INE286H01012,VISASTEEL.NS
VISHNU,Vishnu Chemicals Limited,INE270I01022,VISHNU.NS
VISHWARAJ,Vishwaraj Sugar Industries Limited,INE430N01022,VISHWARAJ.NS
VIVIDHA,Visagar Polytex Limited,INE370E01029,VIVIDHA.NS
VIVIMEDLAB,Vivimed Labs Limited,INE526G01021,VIVIMEDLAB.NS
VLEGOV,VL E-Governance & IT Solutions Limited,INE03HW01020,VLEGOV.NS
VLSFINANCE,VLS Finance Limited,INE709A01018,VLSFINANCE.NS
VMART,V-Mart Retail Limited,INE665J01013,VMART.NS
VMM,Vishal Mega Mart Limited,INE01EA01019,VMM.NS
VMSTMT,VMS TMT Limited,INE0SJA01013,VMSTMT.NS
VOLTAMP,Voltamp Transformers Limited,INE540H01012,VOLTAMP.NS
VOLTAS,Voltas Limited,INE226A01021,VOLTAS.NS
VPRPL,Vishnu Prakash R Punglia Limited,INE0AE001013,VPRPL.NS
VRAJ,Vraj Iron and Steel Limited,INE0S2V01010,VRAJ.NS
VRLLOG,VRL Logistics Limited,INE366I01010,VRLLOG.NS
VSSL,Vardhman Special Steels Limited,INE050M01012,VSSL.NS
VSTIND,VST Industries Limited,INE710A01016,VSTIND.NS
VSTL,Vibhor Steel Tubes Limited,INE0QTF01015,VSTL.NS
VSTTILLERS,V.S.T Tillers Tractors Limited,INE764D01017,VSTTILLERS.NS
VTL,Vardhman Textiles Limited,INE825A01020,VTL.NS
WAAREEENER,Waaree Energies Limited,INE377N01017,WAAREEENER.NS
WAAREEINDO,Indosolar Limited,INE866K01023,WAAREEINDO.NS
WAAREERTL,Waaree Renewable Technologies Limited,INE299N01021,WAAREERTL.NS
WABAG,VA Tech Wabag Limited,INE956G01038,WABAG.NS
WAKEFIT,Wakefit Innovations Limited,INE0E7301029,WAKEFIT.NS
WALCHANNAG,Walchandnagar Industries Limited,INE711A01022,WALCHANNAG.NS
WANBURY,Wanbury Limited,INE107F01022,WANBURY.NS
WCIL,Western Carriers (India) Limited,INE0CJF01024,WCIL.NS
WEALTH,Wealth First Portfolio Managers Limited,INE658T01017,WEALTH.NS
WEBELSOLAR,Websol Energy System Limited,INE855C01023,WEBELSOLAR.NS
WEIZMANIND,Weizmann Limited,INE080A01014,WEIZMANIND.NS
WEL,Wonder Electricals Limited,INE02WG01024,WEL.NS
WELCORP,Welspun Corp Limited,INE191B01025,WELCORP.NS
WELENT,Welspun Enterprises Limited,INE625G01013,WELENT.NS
WELINV,Welspun Investments and Commercials Limited,INE389K01018,WELINV.NS
WELSPUNLIV,Welspun Living Limited,INE192B01031,WELSPUNLIV.NS
WENDT,Wendt (India) Limited,INE274C01019,WENDT.NS
WESTLIFE,WESTLIFE FOODWORLD LIMITED,INE274F01020,WESTLIFE.NS
WEWIN,WE WIN LIMITED,INE082W01014,WEWIN.NS
WEWORK,WeWork India Management Limited,INE085001019,WEWORK.NS
WHEELS,Wheels India Limited,INE715A01015,WHEELS.NS
WHIRLPOOL,Whirlpool of India Limited,INE716A01013,WHIRLPOOL.NS
WILLAMAGOR,Williamson Magor & Company Limited,INE210A01017,WILLAMAGOR.NS
WINDLAS,Windlas Biotech Limited,INE0H5O01029,WINDLAS.NS
WINDMACHIN,Windsor Machines Limited,INE052A01021,WINDMACHIN.NS
WINSOME,Winsome Yarns Limited,INE784B01035,WINSOME.NS
WIPL,The Western India Plywoods Limited,INE215F01023,WIPL.NS
WIPRO,Wipro Limited,INE075A01022,WIPRO.NS
WOCKPHARMA,Wockhardt Limited,INE049B01025,WOCKPHARMA.NS
WONDERLA,Wonderla Holidays Limited,INE066O01014,WONDERLA.NS
WORTHPERI,Worth Peripherals Limited,INE196Y01018,WORTHPERI.NS
WSI,W S Industries (I) Limited,INE100D01014,WSI.NS
WSTCSTPAPR,West Coast Paper Mills Limited,INE976A01021,WSTCSTPAPR.NS
XCHANGING,Xchanging Solutions Limited,INE692G01013,XCHANGING.NS
XELPMOC,Xelpmoc Design And Tech Limited,INE01P501012,XELPMOC.NS
XPROINDIA,Xpro India Limited,INE445C01015,XPROINDIA.NS
XTGLOBAL,Xtglobal Infotech Limited,INE547B01028,XTGLOBAL.NS
YASHO,Yasho Industries Limited,INE616Z01012,YASHO.NS
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,INE0JO301016,YATHARTH.NS
YATRA,Yatra Online Limited,INE0JR601024,YATRA.NS
YESBANK,Yes Bank Limited,INE528G01035,YESBANK.NS
YUKEN,Yuken India Limited,INE384C01016,YUKEN.NS
ZAGGLE,Zaggle Prepaid Ocean Services Limited,INE07K301024,ZAGGLE.NS
ZEEL,Zee Entertainment Enterprises Limited,INE256A01028,ZEEL.NS
ZEELEARN,Zee Learn Limited,INE565L01011,ZEELEARN.NS
ZEEMEDIA,Zee Media Corporation Limited,INE966H01019,ZEEMEDIA.NS
ZENITHEXPO,Zenith Exports Limited,INE058B01018,ZENITHEXPO.NS
ZENITHSTL,Zenith Steel Pipes & Industries Limited,INE318D01020,ZENITHSTL.NS
ZENSARTECH,Zensar Technologies Limited,INE520A01027,ZENSARTECH.NS
ZENTEC,Zen Technologies Limited,INE251B01027,ZENTEC.NS
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,INE342J01019,ZFCVINDIA.NS
ZIMLAB,Zim Laboratories Limited,INE518E01015,ZIMLAB.NS
ZODIAC,Zodiac Energy Limited,INE761Y01019,ZODIAC.NS
ZODIACLOTH,Zodiac Clothing Company Limited,INE206B01013,ZODIACLOTH.NS
ZOTA,Zota Health Care LImited,INE358U01012,ZOTA.NS
